filename,name,qty,sku
20190103_082350_T_1600008608.jpg,Picnic Bio volle melk,2,11478299
20190116_020342_T_3600009464.jpg,Picnic Yoghurtdrink framboos 0% vet,7,12131668
20190107_012830_T_3600047345.jpg,Eru Balans naturel,6,11840573
20190103_082544_T_3600010201.jpg,Campina Volle melk,9,10761173
20190107_041015_T_12025407.jpg,Heemskerk Andijvie grof,2,10075935
20190116_030200_T_12019012.jpg,Heemskerk Snackwortel,10,10075934
20190107_015517_T_12002187.jpg,Heemskerk Botersla,4,11463877
20190116_022242_T_3600045137.jpg,Picnic Margarine,4,12107781
20190116_031503_T_32000314.jpg,Merkloos Kastanjechampignons,6,10558988
20190107_042528_T_32000014.jpg,Merkloos Bio prei,9,12121040
20190116_023734_T_1600003998.jpg,Babybel Mini kaas,10,10760236
20190103_081755_T_12016901.jpg,Merkloos Bio appels,2,90006135
20190103_083800_T_1600051819.jpg,Merkloos Snijbonen,9,10697538
20190107_043038_T_1600055719.jpg,Almhof Yoghurt Griekse stijl 10% vet,3,10762299
20190107_042459_T_1600014906.jpg,'t Slagershuys Gehaktschnitzels Hongaarse stijl,9,11757843
20190107_064644_T_1600015509.jpg,Galbani Mozzarella maxi,4,11292910
20190107_030130_T_1600056573.jpg,Merkloos Koriander,3,10074786
20190107_065114_T_12000386.jpg,Heemskerk Broccoliroosjes,3,10074854
20190107_061801_T_1600027068.jpg,Merkloos Bleekselderij,4,11741150
20190107_071516_T_1600018052.jpg,Picnic Serranoham,8,11845170
20190107_045410_T_3600008977.jpg,Merkloos Groene asperges,9,90006022
20190107_061807_T_3600036398.jpg,Merkloos Cantaloupe meloen,3,10551548
20190107_065552_T_3600005703.jpg,'t Slagershuys Ribkarbonades,6,10286088
20190107_022312_T_3600035255.jpg,Arla Bio halfvolle yoghurt mild,10,10762125
20190107_064802_T_32023068.jpg,Merkloos Aardappelschijfjes,9,10074669
20190107_034222_T_3600011540.jpg,Vischmeesters Maatjesharing met uitjes,8,10576928
20190107_030629_T_12021696.jpg,Heemskerk Groene salade Italiaans,7,10075993
20190116_021620_T_32025342.jpg,Picnic Snijworst,10,10164944
20190107_054022_T_12002499.jpg,Heemskerk Ijsbergsla,10,11299179
20190107_044002_T_3600056465.jpg,Merkloos Jonagold appels,2,90006048
20190107_034726_T_1600049384.jpg,Picnic Bio cranberries,3,11833550
20190116_023412_T_1600008699.jpg,Elinas Yoghurt Griekse stijl aardbei,8,11400153
20190107_063226_T_1600014239.jpg,"Smaaktalenten Quiche spinazie, mozzarella, courgette & tomaat",9,11399893
20190107_014412_T_1600039534.jpg,Merkloos Ananas,9,10467658
20190107_071045_T_3600029420.jpg,Valess Vega crispy chicken style burger,9,11720237
20190107_034505_T_3600035332.jpg,Arla Halfvolle yoghurt lactofree,1,10761177
20190107_033706_T_12016274.jpg,Picnic Ontbijtspek,8,10164927
20190103_082237_T_12002893.jpg,Heemskerk Gemengde salade,7,11817388
20190107_014806_T_1600060437.jpg,Merkloos Bieslook,1,10074791
20190107_080131_T_32002227.jpg,Heemskerk Jonge bladsla met rucola,9,11791928
20190107_044845_T_3600014906.jpg,'t Slagershuys Gehaktschnitzels Hongaarse stijl,8,11757843
20190107_065547_T_3600038504.jpg,Campina Halfvolle melk,3,11299669
20190103_080514_T_3600006967.jpg,Qizini Panini prosciutto,6,10768346
20190103_083359_T_12022896.jpg,Merkloos Kastanjechampignons gesneden,6,10074882
20190116_025952_T_3600038298.jpg,Merkloos Opbakaardappelen,8,11409534
20190107_045325_T_1600033808.jpg,Picnic Verse tempeh,5,12076836
20190107_055453_T_12022743.jpg,'t Slagershuys Slavinken,8,10289008
20190107_065703_T_1600053441.jpg,'t Slagershuys Kipgehakt,2,11716292
20190107_015203_T_1600023710.jpg,Picnic Cottage cheese 20%,10,12049896
20190107_070909_T_3600047570.jpg,Vivera Vegan krokante kipschnitzel,4,11324294
20190107_030254_T_3600032311.jpg,'t Slagershuys Kipdijfilets,4,11716774
20190107_041353_T_3600010972.jpg,Picnic Halfvolle melk,5,11470291
20190116_023808_T_3600033445.jpg,Arla Bio halfvolle melk,10,11399883
20190107_071856_T_32018327.jpg,Merkloos Perssinaasappels,9,10561650
20190107_025943_T_1600029729.jpg,'t Slagershuys Duitse biefstuk,3,11429666
20190107_014610_T_1600025504.jpg,Abbot Kinney's Bio coco daily delight vanilla,9,11700347
20190116_025859_T_3600031862.jpg,Arla Halfvolle melk lactofree,3,10760273
20190103_080504_T_12000256.jpg,Merkloos Mini krieltjes,3,10074665
20190107_062233_T_32007916.jpg,Merkloos Bramen,3,90006074
20190107_021025_T_1600010015.jpg,Qizini Panini prosciutto,10,10768346
20190107_034652_T_3600029577.jpg,Merkloos Bio Pastinaken,9,90006124
20190107_031115_T_3600026194.jpg,Valess Gouda kaasschnitzel,2,10272908
20190107_041302_T_3600033587.jpg,Picnic Bio karnemelk,10,11478359
20190116_025653_T_3600018980.jpg,Picnic Karnemelk,8,11478308
20190107_055538_T_1600059598.jpg,'t Slagershuys Kip chipolataworstjes,1,11716297
20190103_082316_T_3600011801.jpg,Magioni Pizzabodem bloemkool,5,90006111
20190107_031714_T_1600024673.jpg,Picnic Volle kwark,1,11971072
20190107_073038_T_1600050415.jpg,Merkloos Andijvie,4,90006116
20190103_082419_T_3600027556.jpg,'t Slagershuys Kipfilet in blokjes,3,11763456
20190107_062350_T_3600028764.jpg,Picnic Gerookte-kipsalade,4,10760882
20190108_045611_T_3600059121.jpg,Heemskerk Bio rucola,8,11419521
20190107_021120_T_3600057377.jpg,Merkloos Conference peren,7,90006051
20190107_065356_T_32004637.jpg,Merkloos Perssinaasappels,6,10561650
20190107_051450_T_3600038190.jpg,Campina Dubbelvla choco-vanille,6,11937369
20190107_071024_T_1600047553.jpg,Picnic Goudse jong 48+ plakken,2,12094587
20190107_020830_T_32025501.jpg,Heemskerk Taugé,10,11791501
20190107_062653_T_12018919.jpg,Merkloos Bio winterpeen,5,10691308
20190103_082520_T_32005982.jpg,Merkloos Paddenstoelenmix,7,11389530
20190107_045134_T_1600000513.jpg,Arla Halfvolle melk lactofree,7,10760273
20190103_081340_T_32022252.jpg,Heemskerk Taugé,10,11791498
20190107_071037_T_12022955.jpg,Merkloos Stevige winterpeen,5,10462008
20190107_013953_T_12022687.jpg,Heemskerk Ovengroenten spruiten-pompoen,10,11390411
20190107_043412_T_1600003598.jpg,De Kaaskamer Extra belegen kaas 48+,3,10761826
20190108_045851_T_1600029479.jpg,Arla Lactofree magere kwark,10,11383196
20190116_021858_T_3600001728.jpg,Arla Skyr naturel,7,11383197
20190107_044114_T_12025540.jpg,Heemskerk Veldsla,7,10075065
20190103_083618_T_12019088.jpg,Picnic Salami,5,10576366
20190103_082949_T_3600053646.jpg,Beyond Meat Vegan balletjes,4,11474167
20190107_063149_T_12025540.jpg,Heemskerk Veldsla,5,10075065
20190107_031011_T_12003732.jpg,Merkloos Bio kastanjechampignons,8,90006007
20190107_015127_T_32019772.jpg,Heemskerk Spinazie gewassen,3,11425561
20190116_024122_T_3600013065.jpg,Galbani Grana padano grattugiato grosso,2,11828813
20190103_082641_T_3600014122.jpg,Merkloos Munt,4,11941316
20190107_040554_T_1600013081.jpg,Heemskerk Verspakket orzo,10,12039049
20190107_012826_T_32021393.jpg,Heemskerk Bloemkoolroosjes,2,10074851
20190107_072815_T_32000086.jpg,Heemskerk Groene salade caesar,1,10075988
20190107_025609_T_32002280.jpg,Merkloos Pink Lady appels,3,90006052
20190116_020847_T_3600056922.jpg,Weidenaar Beenham in honing-mosterdmarinade,10,11286803
20190107_062312_T_12000472.jpg,Heemskerk Hutspotgroenten,8,10075970
20190103_082135_T_1600056929.jpg,Optimel Drinkyoghurt mango passievrucht 0% vet,8,10768786
20190107_041816_T_3600040178.jpg,Heemskerk Spruiten geschoond,5,10075926
20190107_051033_T_1600052998.jpg,'t Slagershuys Kiphaasjes,6,11716285
20190107_015714_T_1600053428.jpg,Picnic Halvarine,4,12107782
20190107_055508_T_1600055180.jpg,Kips Mini kipspiesjes,5,11809881
20190107_020030_T_32020022.jpg,Heemskerk Spinazie gewassen,4,11425567
20190107_063554_T_32017383.jpg,Heemskerk Ijsbergsla melange,2,10075971
20190107_013922_T_32006301.jpg,Heemskerk Geschrapte wortel,7,10075932
20190107_043833_T_12017316.jpg,Heemskerk Wortel julienne,4,10075055
20190116_030157_T_1600055089.jpg,'t Slagershuys Premium hamburgers,9,11383042
20190107_045138_T_32003343.jpg,Heemskerk Macaroni & spaghettigroenten,5,12121966
20190107_065911_T_1600021105.jpg,Picnic Crèmepaté,5,11960242
20190107_012815_T_32002674.jpg,Merkloos Elstar appels,9,11298357
20190107_080120_T_3600020052.jpg,Picnic Geraspte pittige kaas 48+,4,12121958
20190107_020923_T_1600039641.jpg,Picnic Magere kwark vanille,5,11612946
20190107_063317_T_1600014149.jpg,'t Slagershuys Bio kipfilet blokjes,9,11818116
20190107_064156_T_1600054428.jpg,Jan Roomboterbladerdeeg,6,11765450
20190107_030312_T_1600036839.jpg,Lindahls Magere kvarg vanille,7,11742647
20190107_032638_T_1600007200.jpg,Almhof Choco met échte slagroom,5,11386888
20190107_051306_T_3600056637.jpg,'t Slagershuys Kipdijfilet in blokjes,9,11716289
20190107_070800_T_3600005500.jpg,Heemskerk Pita gyros verspakket,3,11845936
20190103_082611_T_3600039340.jpg,CêlaVita Mini krieltjes,6,11835897
20190107_073059_T_1600017980.jpg,'t Slagershuys Kipfilets,9,11716278
20190116_021938_T_1600019574.jpg,Merkloos Bio bloemkool,10,90006021
20190107_022424_T_1600036394.jpg,Merkloos Tijm,4,10074787
20190116_021132_T_3600028333.jpg,Picnic Geraspte pittige kaas 48+,2,12121958
20190107_021608_T_12000036.jpg,Heemskerk Andijvie fijn,5,10075937
20190116_023558_T_1600051581.jpg,Merkloos Aardbeien,10,10075943
20190107_033626_T_12002197.jpg,'t Slagershuys Soepballetjes,7,10281938
20190107_021637_T_12000716.jpg,Heemskerk Spinazie gewassen,4,11425561
20190107_081633_T_1600027852.jpg,Merkloos Baby avocado's eetrijp,6,11406433
20190107_020320_T_32022777.jpg,Merkloos Oesterzwammen,3,10557048
20190108_045017_T_1600030229.jpg,Picnic Parmigiano reggiano DOP 30+,3,11953790
20190107_030801_T_3600040178.jpg,Heemskerk Spruiten geschoond,7,10075926
20190107_043158_T_32006186.jpg,Merkloos Sla tricolor,6,11299997
20190116_020739_T_3600013065.jpg,Galbani Grana padano grattugiato grosso,4,11828813
20190107_050122_T_1600010117.jpg,'t Slagershuys Kipfilet in blokjes,7,11763456
20190103_080459_T_3600032395.jpg,'t Slagershuys Kipdijfilets,2,11716287
20190103_082432_T_32022853.jpg,Merkloos Spitskool,7,10764124
20190116_030119_T_1600010874.jpg,'t Slagershuys Bio kipschnitzels,6,11383021
20190107_064023_T_12016274.jpg,Picnic Ontbijtspek,4,10164927
20190107_030848_T_12021342.jpg,Zespri Kiwi's green,4,90006078
20190107_020829_T_1600004735.jpg,Merkloos Aardbeien,3,10075943
20190103_080435_T_32000153.jpg,'t Slagershuys Pastagehakt,3,11628499
20190107_012737_T_1600004672.jpg,Merkloos Winterpeen,5,11297596
20190107_065053_T_1600035890.jpg,Merkloos Romainesla,4,11300003
20190116_030846_T_1600053625.jpg,De Kaaskamer Boerenkaas belegen 48+,4,10772972
20190107_020435_T_12000734.jpg,Merkloos Kruimige aardappelen,5,11296532
20190116_022036_T_3600028391.jpg,Merkloos Vastkokende aardappelen,4,10074777
20190103_083816_T_3600010377.jpg,Campina Halfvolle yoghurt,8,11292577
20190116_031740_T_3600048259.jpg,'t Slagershuys Chipolata,8,11281686
20190107_042926_T_1600017468.jpg,Garden Gourmet Vega burger deluxe mini,3,90000650
20190116_023617_T_3600028720.jpg,De Kroes Andijviestampot met rundergehaktbal,8,90000710
20190116_031110_T_32003699.jpg,Zespri Kiwi's green,7,90006078
20190107_034717_T_32002937.jpg,Heemskerk Kropslamix,2,11419524
20190107_035846_T_12002387.jpg,Merkloos Jazz appels,0,90006128
20190103_082522_T_3600032144.jpg,'t Slagershuys Kipdijfilet shoarma,10,11716291
20190107_061653_T_12020099.jpg,Merkloos Mini krieltjes,8,10074665
20190107_014908_T_32013133.jpg,Merkloos Aardappelpartjes met schil,7,10074399
20190107_070654_T_3600001838.jpg,Picnic Volle yoghurt,3,11479741
20190103_081954_T_3600052847.jpg,'t Slagershuys Schouderkarbonades,1,10286008
20190103_083238_T_12008653.jpg,Merkloos Handsinaasappels groot,7,11397146
20190107_032331_T_3600040144.jpg,Picnic Cervelaat,6,12163632
20190103_081520_T_3600040111.jpg,Picnic Magere melk,1,11470259
20190103_082353_T_1600014222.jpg,Campina Vanillevla,8,11477922
20190107_030209_T_32022054.jpg,Heemskerk Rucolamelange,6,10075929
20190103_080919_T_12000461.jpg,Merkloos Botersla,1,10468098
20190107_034352_T_3600047641.jpg,Picnic Geraspte jonge kaas 48+,2,11696674
20190107_043918_T_1600028903.jpg,'t Slagershuys Rundergehaktballetjes,9,11539784
20190103_083641_T_12022853.jpg,Merkloos Spitskool,6,10764124
20190107_080032_T_1600024048.jpg,Superieur Truffelsalami,1,11465527
20190116_031050_T_3600031507.jpg,Zuivelhoeve Boerenyoghurt muesli aardbei,4,10767518
20190107_031515_T_3600009870.jpg,Heemskerk Maaltijdsalade kip ketjap,5,10075983
20190107_034602_T_3600032311.jpg,'t Slagershuys Kipdijfilets,2,11716774
20190107_021039_T_3600022439.jpg,Picnic Bio halfvolle melk,7,11478313
20190103_082643_T_3600007694.jpg,Merkloos Bimi,2,90006000
20190107_015502_T_3600005957.jpg,Campina Halfvolle melk,6,11291716
20190107_014544_T_1600014228.jpg,Picnic Vers sap sinaasappel,5,12011701
20190116_030738_T_1600048472.jpg,Vischmeesters Zalmfilets op huid,10,11540304
20190107_053232_T_3600045738.jpg,Picnic Ketjap tempeh,2,11752327
20190107_043128_T_3600025214.jpg,Picnic Filet americain naturel,1,10574091
20190107_042843_T_32002446.jpg,Merkloos Handsinaasappels,9,10561634
20190107_065431_T_3600017980.jpg,'t Slagershuys Kipfilets,10,11716278
20190107_063650_T_1600036350.jpg,Heemskerk Kapsalon met kip verspakket,2,11999046
20190107_050741_T_1600013376.jpg,Paturain Kruidenkaas met knoflook,2,10768502
