original_filepath,staging_filepath,filename,sku,tote_id,date,time,timestamp_iso,expected_qty,label,split,product_name,category,mix_up_qty,damaged_items_qty,dirty_items_qty,freshness_issue_items_qty,underripe_items_qty,overripe_items_qty,spoiled_items_qty,total_quality_issues,complaint_flag,number_of_issues,shopper_flag
quality-issue/20251117-4600014193-11479749-11-29-15.png,sick_data_staging/11479749/20251117-4600014193-11479749-11-29-15.png,20251117-4600014193-11479749-11-29-15.png,11479749,4600014193,2025-11-17,11:29:15,2025-11-17T11:29:15,,,,Picnic Vanillevla 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251114-22003532-10074399-16-26-05.png,sick_data_staging/10074399/20251114-22003532-10074399-16-26-05.png,20251114-22003532-10074399-16-26-05.png,10074399,22003532,2025-11-14,16:26:05,2025-11-14T16:26:05,,,,Picnic Aardappelpartjes met schil 450 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-22010617-11390411-09-05-56.png,sick_data_staging/11390411/20251117-22010617-11390411-09-05-56.png,20251117-22010617-11390411-09-05-56.png,11390411,22010617,2025-11-17,09:05:56,2025-11-17T09:05:56,,,,Picnic Ovengroenten spruiten-pompoen 600 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-4600027355-10454987-10-55-14.png,sick_data_staging/10454987/20251117-4600027355-10454987-10-55-14.png,20251117-4600027355-10454987-10-55-14.png,10454987,4600027355,2025-11-17,10:55:14,2025-11-17T10:55:14,,,,Superieur Gegrilde rosbief 100 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251117-2600054549-11479741-10-35-30.png,sick_data_staging/11479741/20251117-2600054549-11479741-10-35-30.png,20251117-2600054549-11479741-10-35-30.png,11479741,2600054549,2025-11-17,10:35:30,2025-11-17T10:35:30,,,,Picnic Volle yoghurt 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-2600053096-10762125-09-42-35.png,sick_data_staging/10762125/20251117-2600053096-10762125-09-42-35.png,20251117-2600053096-10762125-09-42-35.png,10762125,2600053096,2025-11-17,09:42:35,2025-11-17T09:42:35,,,,Arla Bio halfvolle yoghurt mild 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-4600060042-10760158-11-02-11.png,sick_data_staging/10760158/20251117-4600060042-10760158-11-02-11.png,20251117-4600060042-10760158-11-02-11.png,10760158,4600060042,2025-11-17,11:02:11,2025-11-17T11:02:11,,,,Galbani Italiaanse ricotta cremosa 250 gram,Kaas,,,,,,,,0,False,0,False
quality-issue/20251117-2600013037-12154476-10-12-23.png,sick_data_staging/12154476/20251117-2600013037-12154476-10-12-23.png,20251117-2600013037-12154476-10-12-23.png,12154476,2600013037,2025-11-17,10:12:23,2025-11-17T10:12:23,,,,'t Slagershuys Iers rundersaucijs 2 x 100 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-4600030248-90006042-11-28-12.png,sick_data_staging/90006042/20251117-4600030248-90006042-11-28-12.png,20251117-4600030248-90006042-11-28-12.png,90006042,4600030248,2025-11-17,11:28:12,2025-11-17T11:28:12,,,,Heemskerk Pompoensoep verspakket 4-6 porties • 35 min,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-42004060-90006058-09-11-45.png,sick_data_staging/90006058/20251117-42004060-90006058-09-11-45.png,20251117-42004060-90006058-09-11-45.png,90006058,42004060,2025-11-17,09:11:45,2025-11-17T09:11:45,,,,Merkloos Blauwe bessen 125 gram,Fruit,,,,,,,,0,False,0,False
quality-issue/20251114-4600048297-11478299-16-45-46.png,sick_data_staging/11478299/20251114-4600048297-11478299-16-45-46.png,20251114-4600048297-11478299-16-45-46.png,11478299,4600048297,2025-11-14,16:45:46,2025-11-14T16:45:46,,,,Picnic Bio volle melk 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-4600018146-10468278-10-07-15.png,sick_data_staging/10468278/20251117-4600018146-10468278-10-07-15.png,20251117-4600018146-10468278-10-07-15.png,10468278,4600018146,2025-11-17,10:07:15,2025-11-17T10:07:15,,,,Merkloos Bio alfalfa 50 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600008606-11714243-11-05-37.png,sick_data_staging/11714243/20251117-2600008606-11714243-11-05-37.png,20251117-2600008606-11714243-11-05-37.png,11714243,2600008606,2025-11-17,11:05:37,2025-11-17T11:05:37,,,,Picnic Bio yoghurt Griekse stijl 500 gram,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-2600033738-10753854-10-03-20.png,sick_data_staging/10753854/20251117-2600033738-10753854-10-03-20.png,20251117-2600033738-10753854-10-03-20.png,10753854,2600033738,2025-11-17,10:03:20,2025-11-17T10:03:20,,,,Vischmeesters Pangasiusfilets 2 x 175 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-42005387-90006078-10-47-09.png,sick_data_staging/90006078/20251117-42005387-90006078-10-47-09.png,20251117-42005387-90006078-10-47-09.png,90006078,42005387,2025-11-17,10:47:09,2025-11-17T10:47:09,,,,Zespri Kiwi's green 1 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-22006368-90006030-10-00-58.png,sick_data_staging/90006030/20251117-22006368-90006030-10-00-58.png,20251117-22006368-90006030-10-00-58.png,90006030,22006368,2025-11-17,10:00:58,2025-11-17T10:00:58,,,,Merkloos Bio shiitake 100 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-4600023722-90006051-09-22-58.png,sick_data_staging/90006051/20251117-4600023722-90006051-09-22-58.png,20251117-4600023722-90006051-09-22-58.png,90006051,4600023722,2025-11-17,09:22:58,2025-11-17T09:22:58,,,,Merkloos Conference peren 1 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-2600060063-12429276-10-44-35.png,sick_data_staging/12429276/20251117-2600060063-12429276-10-44-35.png,20251117-2600060063-12429276-10-44-35.png,12429276,2600060063,2025-11-17,10:44:35,2025-11-17T10:44:35,,,,Picnic Boerenkoolstamppot met rookworst 500 gram,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-42000208-11397146-10-09-31.png,sick_data_staging/11397146/20251117-42000208-11397146-10-09-31.png,20251117-42000208-11397146-10-09-31.png,11397146,42000208,2025-11-17,10:09:31,2025-11-17T10:09:31,,,,"Merkloos Handsinaasappels groot 1,5 kilo",Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-2600024756-12350233-09-40-52.png,sick_data_staging/12350233/20251117-2600024756-12350233-09-40-52.png,20251117-2600024756-12350233-09-40-52.png,12350233,2600024756,2025-11-17,09:40:52,2025-11-17T09:40:52,,,,Picnic Andijviestamppot met gehaktbal 500 gram,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-22016961-10557048-08-48-58.png,sick_data_staging/10557048/20251117-22016961-10557048-08-48-58.png,20251117-22016961-10557048-08-48-58.png,10557048,22016961,2025-11-17,08:48:58,2025-11-17T08:48:58,,,,Merkloos Oesterzwammen 150 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-4600052396-90006134-09-30-36.png,sick_data_staging/90006134/20251117-4600052396-90006134-09-30-36.png,20251117-4600052396-90006134-09-30-36.png,90006134,4600052396,2025-11-17,09:30:36,2025-11-17T09:30:36,,,,Merkloos Knolselderij 1 stuk (ca. 750 gram),Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600025450-10764802-09-09-14.png,sick_data_staging/10764802/20251117-2600025450-10764802-09-09-14.png,20251117-2600025450-10764802-09-09-14.png,10764802,2600025450,2025-11-17,09:09:14,2025-11-17T09:09:14,,,,Picnic Saksische smeerleverworst 200 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251117-22006203-10075910-10-17-44.png,sick_data_staging/10075910/20251117-22006203-10075910-10-17-44.png,20251117-22006203-10075910-10-17-44.png,10075910,22006203,2025-11-17,10:17:44,2025-11-17T10:17:44,,,,Picnic Oosterse wokgroenten 400 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600048310-11297596-10-07-05.png,sick_data_staging/11297596/20251117-2600048310-11297596-10-07-05.png,20251117-2600048310-11297596-10-07-05.png,11297596,2600048310,2025-11-17,10:07:05,2025-11-17T10:07:05,,,,Merkloos Winterpeen 1 stuk,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-22016941-90006122-10-20-46.png,sick_data_staging/90006122/20251117-22016941-90006122-10-20-46.png,20251117-22016941-90006122-10-20-46.png,90006122,22016941,2025-11-17,10:20:46,2025-11-17T10:20:46,,,,Merkloos Elstar appels 1.5 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-42000984-90006048-11-01-25.png,sick_data_staging/90006048/20251117-42000984-90006048-11-01-25.png,20251117-42000984-90006048-11-01-25.png,90006048,42000984,2025-11-17,11:01:25,2025-11-17T11:01:25,,,,Merkloos Jonagold appels 1.5 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-4600001142-11717087-09-12-01.png,sick_data_staging/11717087/20251117-4600001142-11717087-09-12-01.png,20251117-4600001142-11717087-09-12-01.png,11717087,4600001142,2025-11-17,09:12:01,2025-11-17T09:12:01,,,,Picnic Yoghurtdrink mango passievrucht 0% vet 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-4600015077-11477922-09-47-06.png,sick_data_staging/11477922/20251117-4600015077-11477922-09-47-06.png,20251117-4600015077-11477922-09-47-06.png,11477922,4600015077,2025-11-17,09:47:06,2025-11-17T09:47:06,,,,Campina Vanillevla 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251114-2600012088-10761940-16-35-01.png,sick_data_staging/10761940/20251114-2600012088-10761940-16-35-01.png,20251114-2600012088-10761940-16-35-01.png,10761940,2600012088,2025-11-14,16:35:01,2025-11-14T16:35:01,,,,Garlan Milde kruidenkaas 150 gram,Kaas,,,,,,,,0,False,0,False
quality-issue/20251117-4600054913-11937366-09-13-21.png,sick_data_staging/11937366/20251117-4600054913-11937366-09-13-21.png,20251117-4600054913-11937366-09-13-21.png,11937366,4600054913,2025-11-17,09:13:21,2025-11-17T09:13:21,,,,Campina Griekse stijl 2% vet 1 kilo,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251114-22003833-12039053-16-26-16.png,sick_data_staging/12039053/20251114-22003833-12039053-16-26-16.png,20251114-22003833-12039053-16-26-16.png,12039053,22003833,2025-11-14,16:26:16,2025-11-14T16:26:16,,,,Heemskerk Pureersoep broccoli en spinazie 2 pers • 15 min,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-42000533-11397146-09-21-50.png,sick_data_staging/11397146/20251117-42000533-11397146-09-21-50.png,20251117-42000533-11397146-09-21-50.png,11397146,42000533,2025-11-17,09:21:50,2025-11-17T09:21:50,,,,"Merkloos Handsinaasappels groot 1,5 kilo",Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-42025432-11425564-10-57-28.png,sick_data_staging/11425564/20251117-42025432-11425564-10-57-28.png,20251117-42025432-11425564-10-57-28.png,11425564,42025432,2025-11-17,10:57:28,2025-11-17T10:57:28,,,,Picnic Spinazie gewassen 400 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600028111-10761494-09-32-19.png,sick_data_staging/10761494/20251117-2600028111-10761494-09-32-19.png,20251117-2600028111-10761494-09-32-19.png,10761494,2600028111,2025-11-17,09:32:19,2025-11-17T09:32:19,,,,Vischmeesters Gerookte makreelfilets 240 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-4600001801-11383033-10-33-27.png,sick_data_staging/11383033/20251117-4600001801-11383033-10-33-27.png,20251117-4600001801-11383033-10-33-27.png,11383033,4600001801,2025-11-17,10:33:27,2025-11-17T10:33:27,,,,'t Slagershuys Premium entrecote 200 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-4600029566-11801325-08-53-42.png,sick_data_staging/11801325/20251117-4600029566-11801325-08-53-42.png,20251117-4600029566-11801325-08-53-42.png,11801325,4600029566,2025-11-17,08:53:42,2025-11-17T08:53:42,,,,Arla Lactofree yoghurt Griekse stijl 450 gram,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251114-4600012975-12011701-16-14-18.png,sick_data_staging/12011701/20251114-4600012975-12011701-16-14-18.png,20251114-4600012975-12011701-16-14-18.png,12011701,4600012975,2025-11-14,16:14:18,2025-11-14T16:14:18,,,,Picnic Vers sap sinaasappel 1000 ml,Drinken,,,,,,,,0,False,0,False
quality-issue/20251117-2600032457-11540304-10-05-29.png,sick_data_staging/11540304/20251117-2600032457-11540304-10-05-29.png,20251117-2600032457-11540304-10-05-29.png,11540304,2600032457,2025-11-17,10:05:29,2025-11-17T10:05:29,,,,Vischmeesters Zalmfilets op huid 2 x 125 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-2600022696-11479728-11-22-12.png,sick_data_staging/11479728/20251117-2600022696-11479728-11-22-12.png,20251117-2600022696-11479728-11-22-12.png,11479728,2600022696,2025-11-17,11:22:12,2025-11-17T11:22:12,,,,Picnic Magere aardbeienyoghurt 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
quality-issue/20251117-2600035700-90006124-09-48-11.png,sick_data_staging/90006124/20251117-2600035700-90006124-09-48-11.png,20251117-2600035700-90006124-09-48-11.png,90006124,2600035700,2025-11-17,09:48:11,2025-11-17T09:48:11,,,,Merkloos Bio pastinaken 400 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251114-4600003915-10761065-16-02-17.png,sick_data_staging/10761065/20251114-4600003915-10761065-16-02-17.png,20251114-4600003915-10761065-16-02-17.png,10761065,4600003915,2025-11-14,16:02:17,2025-11-14T16:02:17,,,,Arla Apetina Witte kaasblokjes in olie met kruiden 265 gram,Kaas,,,,,,,,0,False,0,False
quality-issue/20251114-4600018015-12039022-16-39-30.png,sick_data_staging/12039022/20251114-4600018015-12039022-16-39-30.png,20251114-4600018015-12039022-16-39-30.png,12039022,4600018015,2025-11-14,16:39:30,2025-11-14T16:39:30,,,,Picnic Vissticks 15 stuks,Diepvries,,,,,,,,0,False,0,False
quality-issue/20251117-4600019388-11831626-10-07-23.png,sick_data_staging/11831626/20251117-4600019388-11831626-10-07-23.png,20251117-4600019388-11831626-10-07-23.png,11831626,4600019388,2025-11-17,10:07:23,2025-11-17T10:07:23,,,,Picnic Vegetarische kipstukjes saté 160 gram,Vega & plantaardig,,,,,,,,0,False,0,False
quality-issue/20251114-4600012057-12348607-16-50-37.png,sick_data_staging/12348607/20251114-4600012057-12348607-16-50-37.png,20251114-4600012057-12348607-16-50-37.png,12348607,4600012057,2025-11-14,16:50:37,2025-11-14T16:50:37,,,,Picnic Koolmix 150 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-4600020369-12482034-09-15-32.png,sick_data_staging/12482034/20251117-4600020369-12482034-09-15-32.png,20251117-4600020369-12482034-09-15-32.png,12482034,4600020369,2025-11-17,09:15:32,2025-11-17T09:15:32,,,,Ted's kitchen Pizza pulled bbq chicken 455 gram,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-2600023722-90006051-10-25-07.png,sick_data_staging/90006051/20251117-2600023722-90006051-10-25-07.png,20251117-2600023722-90006051-10-25-07.png,90006051,2600023722,2025-11-17,10:25:07,2025-11-17T10:25:07,,,,Merkloos Conference peren 1 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-42019747-10075935-10-37-27.png,sick_data_staging/10075935/20251117-42019747-10075935-10-37-27.png,20251117-42019747-10075935-10-37-27.png,10075935,42019747,2025-11-17,10:37:27,2025-11-17T10:37:27,,,,Picnic Andijvie grof 400 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600027474-10760647-10-08-59.png,sick_data_staging/10760647/20251117-2600027474-10760647-10-08-59.png,20251117-2600027474-10760647-10-08-59.png,10760647,2600027474,2025-11-17,10:08:59,2025-11-17T10:08:59,,,,Picnic Selleriesalade 150 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251117-2600001648-12011695-10-17-56.png,sick_data_staging/12011695/20251117-2600001648-12011695-10-17-56.png,20251117-2600001648-12011695-10-17-56.png,12011695,2600001648,2025-11-17,10:17:56,2025-11-17T10:17:56,,,,Picnic Smoothie mango avocado kokosnoot 500 ml,Drinken,,,,,,,,0,False,0,False
quality-issue/20251117-22003383-12330168-09-47-17.png,sick_data_staging/12330168/20251117-22003383-12330168-09-47-17.png,20251117-22003383-12330168-09-47-17.png,12330168,22003383,2025-11-17,09:47:17,2025-11-17T09:47:17,,,,Verdino Pepperoni salami 80 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251114-4600054766-11936994-16-43-46.png,sick_data_staging/11936994/20251114-4600054766-11936994-16-43-46.png,20251114-4600054766-11936994-16-43-46.png,11936994,4600054766,2025-11-14,16:43:46,2025-11-14T16:43:46,,,,Picnic Smeerkaas naturel 48+ 200 gram,Kaas,,,,,,,,0,False,0,False
quality-issue/20251117-2600028866-90006038-10-08-48.png,sick_data_staging/90006038/20251117-2600028866-90006038-10-08-48.png,20251117-2600028866-90006038-10-08-48.png,90006038,2600028866,2025-11-17,10:08:48,2025-11-17T10:08:48,,,,Heemskerk Erwtensoep verspakket 4-6 porties • 100 min,Maaltijden & gemak,,,,,,,,0,False,0,False
quality-issue/20251117-4600039943-12114989-09-25-48.png,sick_data_staging/12114989/20251117-4600039943-12114989-09-25-48.png,20251117-4600039943-12114989-09-25-48.png,12114989,4600039943,2025-11-17,09:25:48,2025-11-17T09:25:48,,,,Picnic Hummus naturel 200 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251117-42001001-12155521-09-46-34.png,sick_data_staging/12155521/20251117-42001001-12155521-09-46-34.png,20251117-42001001-12155521-09-46-34.png,12155521,42001001,2025-11-17,09:46:34,2025-11-17T09:46:34,,,,Picnic Aardappelpartjes provençaals gekruid 600 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-22025590-11296532-09-02-10.png,sick_data_staging/11296532/20251117-22025590-11296532-09-02-10.png,20251117-22025590-11296532-09-02-10.png,11296532,22025590,2025-11-17,09:02:10,2025-11-17T09:02:10,,,,Picnic Kruimige aardappelen 600 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-22008628-10075937-09-58-00.png,sick_data_staging/10075937/20251117-22008628-10075937-09-58-00.png,20251117-22008628-10075937-09-58-00.png,10075937,22008628,2025-11-17,09:58:00,2025-11-17T09:58:00,,,,Picnic Andijvie fijn 500 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-42010590-10573498-09-09-41.png,sick_data_staging/10573498/20251117-42010590-10573498-09-09-41.png,20251117-42010590-10573498-09-09-41.png,10573498,42010590,2025-11-17,09:09:41,2025-11-17T09:09:41,,,,Merkloos Witte champignons 250 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-4600025450-10764802-11-01-27.png,sick_data_staging/10764802/20251117-4600025450-10764802-11-01-27.png,20251117-4600025450-10764802-11-01-27.png,10764802,4600025450,2025-11-17,11:01:27,2025-11-17T11:01:27,,,,Picnic Saksische smeerleverworst 200 gram,Vleeswaren & broodsalades,,,,,,,,0,False,0,False
quality-issue/20251114-22003532-10074399-15-39-49.png,sick_data_staging/10074399/20251114-22003532-10074399-15-39-49.png,20251114-22003532-10074399-15-39-49.png,10074399,22003532,2025-11-14,15:39:49,2025-11-14T15:39:49,,,,Picnic Aardappelpartjes met schil 450 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-22021993-10074656-10-52-44.png,sick_data_staging/10074656/20251117-22021993-10074656-10-52-44.png,20251117-22021993-10074656-10-52-44.png,10074656,22021993,2025-11-17,10:52:44,2025-11-17T10:52:44,,,,Merkloos Mandarijnen 1 kilo,Fruit,,,,,,,,0,False,0,False
quality-issue/20251117-42021833-10466718-09-49-11.png,sick_data_staging/10466718/20251117-42021833-10466718-09-49-11.png,20251117-42021833-10466718-09-49-11.png,10466718,42021833,2025-11-17,09:49:11,2025-11-17T09:49:11,,,,Merkloos Chinese kool 1 stuk,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251114-22000303-11425564-16-23-26.png,sick_data_staging/11425564/20251114-22000303-11425564-16-23-26.png,20251114-22000303-11425564-16-23-26.png,11425564,22000303,2025-11-14,16:23:26,2025-11-14T16:23:26,,,,Picnic Spinazie gewassen 400 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-42007865-12121965-09-50-02.png,sick_data_staging/12121965/20251117-42007865-12121965-09-50-02.png,20251117-42007865-12121965-09-50-02.png,12121965,42007865,2025-11-17,09:50:02,2025-11-17T09:50:02,,,,Picnic Bami/nasi groenten 450 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600046159-12111632-09-58-35.png,sick_data_staging/12111632/20251117-2600046159-12111632-09-58-35.png,20251117-2600046159-12111632-09-58-35.png,12111632,2600046159,2025-11-17,09:58:35,2025-11-17T09:58:35,,,,Picnic Jong belegen 48+ stuk voordeel Stuk (950 g),Kaas,,,,,,,,0,False,0,False
quality-issue/20251117-4600030497-11777530-11-32-13.png,sick_data_staging/11777530/20251117-4600030497-11777530-11-32-13.png,20251117-4600030497-11777530-11-32-13.png,11777530,4600030497,2025-11-17,11:32:13,2025-11-17T11:32:13,,,,Vegetarische Slager Vegan pluimfeestburger 2 stuks,Vega & plantaardig,,,,,,,,0,False,0,False
quality-issue/20251117-4600028408-10443328-11-11-58.png,sick_data_staging/10443328/20251117-4600028408-10443328-11-11-58.png,20251117-4600028408-10443328-11-11-58.png,10443328,4600028408,2025-11-17,11:11:58,2025-11-17T11:11:58,,,,Merkloos Bio gekookte bieten 500 gram,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251117-2600012919-11716313-11-27-05.png,sick_data_staging/11716313/20251117-2600012919-11716313-11-27-05.png,20251117-2600012919-11716313-11-27-05.png,11716313,2600012919,2025-11-17,11:27:05,2025-11-17T11:27:05,,,,'t Slagershuys Kipfilet ovenschotel pesto-pijnboompit 450 gram,Vlees & vis,,,,,,,,0,False,0,False
quality-issue/20251117-4600006806-11406433-10-02-29.png,sick_data_staging/11406433/20251117-4600006806-11406433-10-02-29.png,20251117-4600006806-11406433-10-02-29.png,11406433,4600006806,2025-11-17,10:02:29,2025-11-17T10:02:29,,,,Merkloos Baby avocado's eetrijp 4 stuks,Aardappelen & groente,,,,,,,,0,False,0,False
quality-issue/20251114-4600014819-12123151-16-40-51.png,sick_data_staging/12123151/20251114-4600014819-12123151-16-40-51.png,20251114-4600014819-12123151-16-40-51.png,12123151,4600014819,2025-11-14,16:40:51,2025-11-14T16:40:51,,,,Optimel Drinkyoghurt sinaasappel aardbei 1 liter,Zuivel & eieren,,,,,,,,0,False,0,False
