sku,length_mm,height_mm,width_mm,content_pieces,is_multipack,packaging
11716289,179.0,48.0,139.0,1,False,Tray
11714243,95.0,125.0,95.0,1,False,Cup\Tub
12121965,40.0,260.0,185.0,1,False,Bag
11716287,146.0,60.0,232.0,1,False,Tray
10075064,280.0,50.0,220.0,1,False,Bag
11292910,133.0,46.0,188.0,1,False,Bag
10075935,312.0,71.0,231.0,1,False,Bag
12121040,405.0,60.0,80.0,1,False,Not packed
11399893,200.0,40.0,200.0,1,False,Tray
11465527,210.0,10.0,210.0,1,False,Tray
11833550,179.0,60.0,139.0,1,False,Bag
11719625,80.0,130.0,130.0,1,False,Cup\Tub
90006078,193.0,105.0,119.0,10,False,Tray
12076836,210.0,35.0,80.0,1,False,Tray
12161612,15.0,154.0,230.0,1,False,Wrapper
11809881,190.0,50.0,125.0,1,False,Tray
10762066,197.0,16.0,135.0,1,False,Tray
90006095,227.0,53.0,174.0,1,False,Bag
90006111,297.0,21.0,260.0,2,False,Bag
11697305,115.0,212.0,214.0,1,False,Net
11406433,80.0,120.0,120.0,4,False,Tray
11470272,70.0,235.0,70.0,1,False,Gable Top
10761827,110.0,60.0,60.0,1,False,Shrinkwrapped
10576366,180.0,20.0,130.0,1,False,Tray
11706929,230.0,50.0,160.0,1,False,Bag
11286803,179.0,60.0,139.0,1,False,Tray
11957985,79.0,82.0,143.0,1,False,Cup\Tub
10573498,190.0,50.0,175.0,1,False,Tray
10254954,185.0,15.0,260.0,1,False,Tray
11716304,232.0,41.0,146.0,1,False,Tray
12123151,79.0,237.0,79.0,1,False,Gable Top
11389526,164.0,48.0,79.0,1,False,Tray
11478308,79.0,237.0,79.0,1,False,Gable Top
12161528,79.0,237.0,79.0,1,False,Gable Top
10075993,180.0,70.0,180.0,1,False,Tray
12050647,178.0,48.0,138.0,6,False,Tray
11941316,185.0,57.0,90.0,1,False,Bag
11628499,140.0,45.0,94.0,1,False,Bag
10005358,75.0,35.0,100.0,1,False,Wrapper
10075995,230.0,60.0,220.0,1,False,Bag
10074777,41.0,241.0,179.0,1,False,Bag
11716281,232.0,48.0,146.0,1,False,Tray
10074852,300.0,60.0,250.0,1,False,Bag
10697318,262.0,71.0,64.0,1,False,Bag
11413895,260.0,40.0,185.0,1,False,Bag
11383197,131.0,134.0,131.0,1,False,Cup\Tub
11429410,240.0,90.0,165.0,1,False,Tray
10289938,219.0,30.0,126.0,2,False,Tray
12053706,90.0,240.0,165.0,1,False,Tray
11479754,70.0,235.0,70.0,1,False,Gable Top
11999042,240.0,90.0,165.0,1,False,Tray
11419524,300.0,60.0,220.0,1,False,Bag
10959778,161.0,76.0,80.0,8,True,Box
11425561,300.0,60.0,220.0,1,False,Bag
11390411,220.0,50.0,150.0,1,False,Bag
10075901,260.0,50.0,160.0,1,False,Bag
11791229,270.0,50.0,185.0,1,False,Bag
90006051,185.0,128.0,130.0,5,False,Tray
12053707,90.0,240.0,165.0,1,False,Tray
11716285,160.0,45.0,122.0,1,False,Tray
10074669,31.0,182.0,179.0,1,False,Bag
11765450,350.0,38.0,42.0,1,False,Bag
11800322,115.0,52.0,115.0,1,False,Cup\Tub
11292043,186.0,40.0,137.0,1,False,Tray
11297596,280.0,60.0,60.0,1,False,Not packed
12050440,133.0,112.0,133.0,1,False,Cup\Tub
12107781,109.0,40.0,64.0,1,False,Wrapper
11463877,230.0,40.0,220.0,1,False,Bag
11700489,76.0,225.0,76.0,1,False,Bottle
11817391,330.0,50.0,250.0,1,False,Bag
11813167,79.0,237.0,79.0,1,False,Gable Top
10164927,180.0,20.0,130.0,1,False,Tray
10557048,174.0,76.0,139.0,1,False,Tray
11299400,240.0,55.0,170.0,1,False,Bag
10286078,230.0,60.0,145.0,1,False,Tray
12050443,76.0,238.0,76.0,1,False,Gable Top
90006000,291.0,40.0,155.0,1,False,Bag
11426957,200.0,40.0,200.0,1,False,Tray
10075055,200.0,50.0,185.0,1,False,Bag
90006048,214.0,131.0,210.0,1,False,Bag
11953822,240.0,90.0,165.0,1,False,Tray
11404411,129.0,43.0,90.0,1,False,Tray
12049896,95.0,52.0,95.0,1,False,Cup\Tub
10254073,15.0,154.0,230.0,1,False,Tray
11472986,167.0,53.0,110.0,1,False,Tray
11812234,139.0,38.0,179.0,2,False,Tray
11627789,200.0,40.0,135.0,1,False,Tray
11579126,70.0,230.0,70.0,1,False,Gable Top
11845936,240.0,90.0,165.0,1,False,Tray
90006116,279.0,93.0,274.0,1,False,Bag
12131668,79.0,237.0,79.0,1,False,Gable Top
10558988,173.0,66.0,130.0,1,False,Tray
11754401,139.0,38.0,179.0,1,False,Tray
11628521,128.0,45.0,208.0,1,False,Bag
11386888,95.0,80.0,95.0,1,False,Cup\Tub
11479728,70.0,235.0,70.0,1,False,Gable Top
11711360,240.0,90.0,165.0,1,False,Tray
10074855,280.0,50.0,185.0,1,False,Bag
11937366,132.0,130.0,132.0,1,False,Cup\Tub
11283360,76.0,239.0,75.0,1,False,Gable Top
90006036,173.0,72.0,143.0,4,False,Sleeve
10075054,290.0,50.0,285.0,1,False,Bag
90006124,226.0,61.0,90.0,1,False,Bag
12055863,178.0,60.0,140.0,1,False,Tray
11539784,179.0,45.0,139.0,1,False,Tray
10761151,90.0,43.0,154.0,1,False,Cup\Tub
10760988,77.0,237.0,76.0,1,False,Gable Top
10075922,140.0,30.0,140.0,1,False,Bag
11716277,179.0,48.0,139.0,1,False,Tray
11425564,360.0,70.0,330.0,1,False,Bag
10467658,336.0,139.0,123.0,1,False,Not packed
10074677,210.0,80.0,180.0,2,False,Bag
10467868,410.0,30.0,170.0,1,False,Bag
10074784,178.0,48.0,80.0,1,False,Tray
12085189,180.0,20.0,130.0,1,False,Tray
12090532,230.0,15.0,154.0,1,False,Tray
10760236,111.0,46.0,84.0,5,False,Net
11425372,195.0,80.0,175.0,1,False,Tray
10765755,95.0,123.0,95.0,1,False,Cup\Tub
90006021,130.0,90.0,130.0,1,False,Not packed
10281998,140.0,45.0,86.0,1,False,Bag
12046025,81.0,241.0,81.0,1,False,Bottle
10075920,260.0,50.0,220.0,1,False,Bag
11290917,186.0,40.0,138.0,1,False,Tray
11466283,108.0,42.0,142.0,1,False,Cup\Tub
12094587,200.0,25.0,135.0,1,False,Wrapper
11818113,35.0,192.0,145.0,1,False,Tray
11397146,240.0,110.0,170.0,1,False,Net
11281686,232.0,22.0,146.0,10,False,Tray
10568707,95.0,154.0,230.0,6,False,Sleeve
11752327,178.0,35.0,140.0,1,False,Tray
11421441,133.0,113.0,133.0,1,False,Cup\Tub
11716774,179.0,48.0,139.0,1,False,Tray
10657608,360.0,50.0,100.0,1,False,Bag
10671398,61.0,76.0,125.0,1,False,Wrapper
10074798,183.0,48.0,83.0,1,False,Tray
11383042,35.0,192.0,145.0,2,False,Tray
10254911,15.0,154.0,230.0,1,False,Tray
12011701,82.0,256.0,82.0,1,False,Bottle
11695484,188.0,21.0,145.0,1,False,Bag
10468098,187.0,123.0,152.0,1,False,Bag
11716297,232.0,30.0,146.0,1,False,Tray
11296537,33.0,190.0,159.0,1,False,Bag
11746510,150.0,44.0,50.0,2,False,Bag
10760159,110.0,50.0,110.0,1,False,Bag
11988342,174.0,60.0,270.0,1,False,Tray
10558958,160.0,56.0,56.0,1,False,Tray
10760225,63.0,63.0,374.0,1,False,Bag
11383720,200.0,50.0,150.0,1,False,Bag
11480037,70.0,235.0,70.0,1,False,Gable Top
10772972,110.0,60.0,60.0,1,False,Shrinkwrapped
90006052,74.0,154.0,141.0,4,False,Sleeve
11291716,93.0,239.0,149.0,1,False,Jug
90003703,217.0,41.0,174.0,1,False,Tray
10074660,35.0,206.0,179.0,1,False,Bag
10761152,90.0,43.0,154.0,1,False,Cup\Tub
11746265,92.0,48.0,132.0,1,False,Cup\Tub
11479759,70.0,235.0,70.0,1,False,Gable Top
12121958,15.0,250.0,145.0,1,False,Bag
12095372,40.0,40.0,280.0,1,False,Bag
11300003,260.0,120.0,140.0,1,False,Bag
11791501,220.0,40.0,220.0,1,False,Bag
10761826,110.0,60.0,60.0,1,False,Shrinkwrapped
90006006,218.0,78.0,148.0,6,False,Sleeve
11757843,260.0,48.0,178.0,4,False,Tray
10761173,79.0,237.0,79.0,1,False,Gable Top
11791925,260.0,50.0,250.0,1,False,Bag
12163632,15.0,154.0,230.0,1,False,Wrapper
90006069,177.0,91.0,175.0,3,False,Net
90006022,90.0,200.0,90.0,1,False,Not packed
10760882,112.0,42.0,85.0,1,False,Cup\Tub
11720237,179.0,38.0,139.0,1,False,Tray
11294399,179.0,45.0,139.0,1,False,Tray
10074790,185.0,48.0,69.0,1,False,Tray
90000647,187.0,44.0,134.0,2,False,Tray
10074799,185.0,48.0,69.0,1,False,Tray
10075073,220.0,60.0,140.0,1,False,Tray
12048467,210.0,40.0,180.0,4,False,Bag
11299177,240.0,50.0,185.0,1,False,Bag
11800891,179.0,48.0,139.0,1,False,Tray
10291907,165.0,51.0,137.0,1,False,Tray
12077488,132.0,133.0,132.0,1,False,Bucket
11964058,186.0,42.0,137.0,1,False,Tray
10762360,78.0,237.0,78.0,1,False,Gable Top
11817746,240.0,90.0,165.0,1,False,Tray
10760367,140.0,36.0,135.0,1,False,Bag
10762125,75.0,236.0,75.0,1,False,Gable Top
10075905,180.0,70.0,180.0,1,False,Tray
11477922,79.0,237.0,79.0,1,False,Gable Top
10074876,188.0,50.0,90.0,1,False,Tray
11717068,178.0,40.0,103.0,1,False,Tray
10289008,178.0,48.0,138.0,4,False,Tray
10761869,165.0,35.0,90.0,1,False,Tray
11421515,132.0,130.0,132.0,1,False,Cup\Tub
12045996,178.0,35.0,140.0,1,False,Tray
11478359,75.0,236.0,75.0,1,False,Gable Top
10286008,232.0,50.0,146.0,2,False,Tray
10074882,178.0,56.0,130.0,1,False,Tray
11540304,179.0,38.0,139.0,2,False,Tray
10075926,168.0,43.0,130.0,1,False,Bag
10074851,260.0,60.0,220.0,1,False,Bag
10762299,95.0,129.0,95.0,1,False,Cup\Tub
11408011,159.0,44.0,127.0,1,False,Tray
11292684,179.0,38.0,139.0,5,False,Tray
10764124,219.0,66.0,184.0,1,False,Not packed
11718785,112.0,94.0,112.0,1,False,Cup\Tub
10562429,17.0,115.0,212.0,1,False,Tray
10074791,184.0,48.0,77.0,1,False,Tray
11478313,75.0,236.0,75.0,1,False,Gable Top
10075051,330.0,50.0,250.0,1,False,Bag
11383021,24.0,230.0,145.0,2,False,Tray
10281919,100.0,45.0,152.0,1,False,Bag
11741150,350.0,100.0,100.0,1,False,Bag
11757203,70.0,35.0,90.0,1,False,Wrapper
11757199,140.0,18.0,105.0,1,False,Tray
11404412,129.0,40.0,90.0,1,False,Tray
10075079,260.0,50.0,160.0,1,False,Bag
10075936,270.0,60.0,220.0,1,False,Bag
10164913,180.0,20.0,130.0,1,False,Tray
11937369,79.0,237.0,79.0,1,False,Gable Top
12050450,133.0,113.0,133.0,1,False,Cup\Tub
10291999,167.0,51.0,134.0,1,False,Tray
10075937,330.0,70.0,250.0,1,False,Bag
10164944,180.0,20.0,130.0,1,False,Tray
11454890,118.0,32.0,124.0,1,False,Tray
11999043,240.0,90.0,165.0,1,False,Tray
11752201,178.0,35.0,140.0,2,False,Tray
11716299,146.0,60.0,232.0,1,False,Tray
11390427,270.0,60.0,220.0,1,False,Bag
11840573,90.0,48.0,90.0,1,False,Cup\Tub
90000710,210.0,45.0,157.0,1,False,Tray
10272908,179.0,32.0,139.0,2,False,Tray
10075934,160.0,30.0,140.0,1,False,Bag
11790682,270.0,55.0,185.0,1,False,Bag
10075932,220.0,40.0,185.0,1,False,Bag
11324294,178.0,40.0,138.0,2,False,Tray
11463862,220.0,50.0,185.0,1,False,Bag
10760273,75.0,237.0,75.0,1,False,Gable Top
10074854,280.0,60.0,220.0,1,False,Bag
11383196,95.0,130.0,95.0,1,False,Cup\Tub
11405979,73.0,248.0,99.0,1,False,Gable Top
11743339,227.0,50.0,178.0,1,False,Bag
12111632,150.0,60.0,100.0,1,False,Wrapper
10075971,220.0,60.0,220.0,1,False,Bag
10768533,18.0,165.0,112.0,1,False,Tray
10558218,287.0,111.0,213.0,1,False,Bag
11791787,260.0,50.0,185.0,1,False,Bag
11389530,298.0,88.0,94.0,1,False,Tray
11809852,150.0,30.0,100.0,4,False,Sleeve
11463859,60.0,250.0,190.0,1,False,Bag
90000650,187.0,40.0,137.0,1,False,Tray
10074776,45.0,277.0,179.0,1,False,Bag
12011695,66.0,205.0,66.0,1,False,Bottle
11960974,110.0,60.0,110.0,1,False,Shrinkwrapped
11829912,139.0,48.0,179.0,1,False,Tray
11835897,213.0,38.0,174.0,1,False,Bag
10074399,31.0,182.0,179.0,1,False,Bag
11413892,180.0,53.0,180.0,1,False,Tray
11421440,131.0,134.0,131.0,1,False,Cup\Tub
11477596,67.0,127.0,67.0,1,False,Jar
12090522,73.0,97.0,73.0,1,False,Cup\Tub
10074682,72.0,100.0,190.0,5,False,Net
10768346,110.0,60.0,290.0,1,False,Bag
12123147,79.0,237.0,79.0,1,False,Gable Top
10768502,49.0,96.0,96.0,1,False,Cup\Tub
11700347,95.0,101.0,95.0,1,False,Cup\Tub
10698378,79.0,237.0,79.0,1,False,Gable Top
11409534,35.0,206.0,179.0,1,False,Bag
11845170,230.0,15.0,154.0,1,False,Tray
11612946,117.0,85.0,117.0,1,False,Cup\Tub
11296437,216.0,45.0,138.0,1,False,Bag
11281768,270.0,50.0,185.0,1,False,Bag
11696674,188.0,21.0,145.0,1,False,Bag
10075940,40.0,220.0,185.0,1,False,Tray
11299997,177.0,56.0,130.0,1,False,Bag
11791797,260.0,50.0,250.0,1,False,Bag
11323764,232.0,50.0,146.0,1,False,Tray
11299275,54.0,180.0,135.0,1,False,Net
